"id"	"title"	"description"	"link"	"condition"	"price"	"sale_price"	"availability"	"image link"	"gtin"	"mpn"	"google product category"	"brand"	"product_type"	"shipping_weight"	"unit_pricing_measure"	"unit_pricing_base_measure"	"manufacturer"	"online_only"	"custom_label_0"	"custom_label_1"	"custom_label_2"	"custom_label_3"	"custom_label_4"	"checkout_link_template"
"5521cefb6561310003a60300"	"Clos Du Bois Chardonnay California 750ml"	"Displays intense aromas of apple blossom, ripe pear and citrus complemented by hints of butter and toasted oak. Enjoy a glass chilled by itself, or pair with your favorite chicken, fish or creamy pasta dishes."	"https://ridgewineandspirits.com/shop/product/clos-du-bois-chardonnay-california/5521cefb6561310003a60300?option-id=4ea65cfc35570a77973d12bf82ff468b129177ca8d479dbd9006f1c8934df8f9&utm_source=googleshopping&utm_medium=feed"	"new"	"11.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/664f7ff9c34307059b57c222/large.png?format=square"	"00087356510124"	"14450"	"499676"	"Clos Du Bois"	"wine > white"	"3.5 lbs"	"750ml"	"750ml"	"Clos Du Bois"	"n"	"Chardonnay"	"wine"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=4ea65cfc35570a77973d12bf82ff468b129177ca8d479dbd9006f1c8934df8f9"
"660621fd8225bb5e447fdf48"	"Gran Coramino Tequila Reposado 750ml"	"Kevin Hart's very own -- With flavors of toasted oak, sweet stone fruit, and roasted agave, Gran Coramino Reposado is a smooth, complex, and easy-drinking tequila with a sweet vanilla finish, crafted to bring new drinkers into the tequila category."	"https://ridgewineandspirits.com/shop/product/gran-coramino-tequila-reposado/660621fd8225bb5e447fdf48?option-id=5b708db4d7e57cfff25403b35f91ef654f0ae0d47fa39b8f4994782e26499d35&utm_source=googleshopping&utm_medium=feed"	"new"	"40.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/666c73958ba8e63dc0d2fbf7/large.png?format=square"	"00818844028155"	"17402"	"499676"	"Gran Coramino"	"spirits > tequila"	"3.5 lbs"	"750ml"	"750ml"	"Gran Coramino"	"n"	""	"tequila"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=5b708db4d7e57cfff25403b35f91ef654f0ae0d47fa39b8f4994782e26499d35"
"5fc9539af13fb1306362f0d2"	"Lagunitas IPNA N.A."	"A non-alcoholic, full-flavored IPA, dry-hopped with Mosaic & Citra hops. This confounding creation uses the same ingredients found in our highly-balanced IPAs (hops, malt, yeast & water), and thus the same deliciousness, but brewed without the ceremonial fez & ancient incantations that normally take it over the edge."	"https://ridgewineandspirits.com/shop/product/lagunitas-ipna-n-a-/5fc9539af13fb1306362f0d2?option-id=000a2b3cea53b322d7e6d020105203db2ef778b4ee648777134539c78fdee417&utm_source=googleshopping&utm_medium=feed"	"new"	"12.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/6673683cc5971319d3903109/large.png?format=square"	"00723830137004"	"17265"	"499676"	"Lagunitas Brewing"	"beer > non alcoholic"	"3.5 lbs"	"750ml"	"750ml"	"Lagunitas Brewing"	"n"	""	"beer"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=000a2b3cea53b322d7e6d020105203db2ef778b4ee648777134539c78fdee417"
"58585de939e21c3fb6d128ca"	"Austin Eastciders Pineapple 12oz"	"For an exotic twist, we have blended heirloom bittersweet and culinary apples with a taste of the tropics. Golden, ripe and delicious pineapples have been married into our dry cider to give you a refreshing pineapple experience. Enjoy!"	"https://ridgewineandspirits.com/shop/product/austin-eastciders-pineapple/58585de939e21c3fb6d128ca?option-id=0ceb249d728b64dca25205cd3631fe8a633db268d9948c5f132c7bc0f18b274b&utm_source=googleshopping&utm_medium=feed"	"new"	"12.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5c843056ec77ed6379cdd68e/large.png?format=square"	"00858604005262"	"13948"	"499676"	"Austin Eastciders"	"beer > craft beer"	"3.5 lbs"	"2124ml"	"750ml"	"Austin Eastciders"	"n"	""	"cider"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=0ceb249d728b64dca25205cd3631fe8a633db268d9948c5f132c7bc0f18b274b"
"59232136a45b4d0160ea7b91"	"Mija White Sangria 750ml"	"Our Mija White Sangria is made from real, unfiltered fruit and premium white wine for a truly homemade, craft taste. Ready to drink right out of the bottle!"	"https://ridgewineandspirits.com/shop/product/mija-white-sangria/59232136a45b4d0160ea7b91?option-id=ddd9cb59f83f43ed227338b87f7feb7abe5e0ced8498c1e8e5ce8669c86f9786&utm_source=googleshopping&utm_medium=feed"	"new"	"9.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/6167f90b6947012d6f838fcb/large.png?format=square"	"00810879020784"	"16912"	"499676"	"Mija Sangria"	"wine > white"	"3.5 lbs"	"750ml"	"750ml"	"Mija Sangria"	"n"	""	"wine-domestic"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=ddd9cb59f83f43ed227338b87f7feb7abe5e0ced8498c1e8e5ce8669c86f9786"
"609d5cf3641c864f0afab4ae"	"Luc Belaire Bleu 750ml"	"Decadent yet refreshing, abounding in aromas of grapefruit, peach, apricot, honeysuckle and hints of brioche. Rich and crisp with well-balanced complexity. Belaire Luxe can also be enjoyed over ice with fresh fruit."	"https://ridgewineandspirits.com/shop/product/luc-belaire-bleu/609d5cf3641c864f0afab4ae?option-id=f95c51506f5c4669b71b14f630d77be367e8ea2776179c2d8376a8a8895bca83&utm_source=googleshopping&utm_medium=feed"	"new"	"31.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/60cc9c549b180f7c231d6523/large.png?format=square"	"00813497007809"	"13529"	"499676"	"Luc Belaire"	"wine > sparkling"	"3.5 lbs"	"750ml"	"750ml"	"Luc Belaire"	"n"	"Sparkling, Ugni Blanc, Colombard"	"champagne"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=f95c51506f5c4669b71b14f630d77be367e8ea2776179c2d8376a8a8895bca83"
"65aaf0eb6952d27ec90c559f"	"Jack Daniels Tennessee Ginger Ale Cocktail 355ml"	"Jack Daniels W/ Ginger 4 Pk 48 floz"	"https://ridgewineandspirits.com/shop/product/jack-daniels-tennessee-ginger-ale-cocktail/65aaf0eb6952d27ec90c559f?option-id=524e402136a94525c42e04e4a115857c99707c00640975719849a53567c67f47&utm_source=googleshopping&utm_medium=feed"	"new"	"13.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/66881aeb50842928c5212dbc/large.png?format=square"	"00082184207215"	"17107"	"499676"	"Jack Daniel's"	"spirits > whiskey"	"3.5 lbs"	"355ml"	"750ml"	"Jack Daniel's"	"n"	""	"wine cocktail"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=524e402136a94525c42e04e4a115857c99707c00640975719849a53567c67f47"
"567036ac7562755050c60300"	"Sutter Home Chardonnay 187ml"	"Smooth, rich and creamy texture combines with fresh apple flavor for a long and luxurious aftertaste. It makes an ideal match for seafood or poultry, veal or pork chops, cream sauce pastas, and cheeses."	"https://ridgewineandspirits.com/shop/product/sutter-home-chardonnay/567036ac7562755050c60300?option-id=8413e95e14c0c0311ca90ccada5f31299cc040c689156679958bba2596d145a8&utm_source=googleshopping&utm_medium=feed"	"new"	"8.99 USD"	""	"in_stock"	"https://d3omj40jjfp5tk.cloudfront.net/products/567036ae7562755050c70300/large.png?format=square"	"00085200618743"	"1484"	"499676"	"Sutter Home"	"wine > white"	"3.5 lbs"	"187ml"	"750ml"	"Sutter Home"	"n"	"Chardonnay"	"wine-domestic"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=8413e95e14c0c0311ca90ccada5f31299cc040c689156679958bba2596d145a8"
"56eb97be69702d5654451700"	"Beringer Main & Vine White Merlot 750ml"	"This varietals rich blackberry and raspberry aromas and flavors are expressed beautifully. There are hints of orange peel and nutmeg spice. Like the White Zinfandel, the White Merlot is carefully crafted to be a light, more refreshing version of Merlot."	"https://ridgewineandspirits.com/shop/product/beringer-main-vine-white-merlot/56eb97be69702d5654451700?option-id=b61c8c27a3ee848d2de339c083b6c5c0c233b6cd2ed276e2f61548e14425faa0&utm_source=googleshopping&utm_medium=feed"	"new"	"7.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/6167e204af1547756bd0e15c/large.png?format=square"	"00089819090297"	"2023"	"499676"	"Beringer Vineyards"	"wine > rose"	"3.5 lbs"	"750ml"	"750ml"	"Beringer Vineyards"	"n"	""	"wine-domestic"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=b61c8c27a3ee848d2de339c083b6c5c0c233b6cd2ed276e2f61548e14425faa0"
"5913079e5b7cef6c8d1ad3f9"	"Jim Beam Apple Bourbon Whiskey 750ml"	"Apple and Jim Beam have come together to make history with the perfect balance of premium apple liqueur and bourbon, resulting in rich American heritage with a light, juicy twist. Surprisingly smooth and deliciously different, this is succulent without overpowering, retaining rich bourbon undertones. Enjoy Jim Beam's newest family member straight, on the rocks or with club soda and a lemon wedge. After seven generations and 30 family members of master distillers, the Jim Beam family tradition continues today. In 2005, Frederick Booker Noe III, the great-grandson of Jim Beam, filled the 10 millionth barrel of Jim Beam, keeping the tradition of Jacob Beam alive for the next generation of bourbon drinkers."	"https://ridgewineandspirits.com/shop/product/jim-beam-apple-bourbon-whiskey/5913079e5b7cef6c8d1ad3f9?option-id=7439e397d1d4c5b9b41e3ee6a45127fbce9458b2f796dd112fb9f0f5cbafff27&utm_source=googleshopping&utm_medium=feed"	"new"	"20.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/64ff74075b5a472be51dd35c/large.png?format=square"	"00080686006756"	"9519"	"499676"	"Jim Beam"	"spirits > whiskey"	"3.5 lbs"	"750ml"	"750ml"	"Jim Beam"	"n"	""	"whis-bourbon"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=7439e397d1d4c5b9b41e3ee6a45127fbce9458b2f796dd112fb9f0f5cbafff27"
"5e86b5e678e8f14c0d5ca996"	"Rancho La Gloria Strawberry Margarita Wine Cocktail 1.5L"	"Crafted with fresh lime, ripe strawberry juice and agave wine, this refreshingly fruity margarita is the perfect pick for barbecues, beach days, and everything in between. Simply pour over ice or enjoy right out of the bottle for a tasty, warm-weather libation."	"https://ridgewineandspirits.com/shop/product/rancho-la-gloria-strawberry-margarita-wine-cocktail/5e86b5e678e8f14c0d5ca996?option-id=4ad82ee46fba33237f3b1dd288fcd6ca2cbe2a15788ef5fe5700b890006a52b7&utm_source=googleshopping&utm_medium=feed"	"new"	"17.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5f614066bace045e1cbb5096/large.png?format=square"	"00861518002654"	"13276"	"499676"	"Rancho La"	"spirits > tequila"	"3.5 lbs"	"750ml"	"750ml"	"Rancho La"	"n"	""	"margaritas"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=4ad82ee46fba33237f3b1dd288fcd6ca2cbe2a15788ef5fe5700b890006a52b7"
"58a744c801ff95307e9d5b29"	"Martell Blue Swift Cognac 375ml"	"An audacious combination, Martell Blue Swift is the first-ever VSOP cognac finished in bourbon casks. Hints of plum and candied fruits mix with the subtle sweetness of vanilla and toasted oak from the casks for a one-of-a-kind flavor and singularly smooth taste."	"https://ridgewineandspirits.com/shop/product/martell-blue-swift-cognac/58a744c801ff95307e9d5b29?option-id=936a018e8bac0750ee7d6d9024056839a6a7eacf3dc26619c99388e94ce6b317&utm_source=googleshopping&utm_medium=feed"	"new"	"28.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/65036d3cd4f35477c61bb692/large.png?format=square"	"00080432110843"	"11410"	"499676"	"Martell"	"spirits > cognac"	"3.5 lbs"	"375ml"	"750ml"	"Martell"	"n"	""	"cognac"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=936a018e8bac0750ee7d6d9024056839a6a7eacf3dc26619c99388e94ce6b317"
"59671a1712f2fb071587e77e"	"Lunazul Blanco Tequila 1.75L"	"Theres a place where quality meets approachability. Where premium craftsmanship meets casual enjoyment. Where 250 years of tradition isnt a phase; its a celebration that comes full circle. Youll find it at Tierra de Agaves: where the worlds longest line of Master Tequileros turn 100% blue weber agave into authentic, award-winning Lunazul Tequila. Youll also find it wherever Lunazul is sipped & enjoyed. Look up. Youll find it held high by those who are savvy. By those who seek out quality. By those who arent impressed with excess. For those who put tradition above trends. To find it, LOOK TO LUNA. Lunazul Blanco is tequila in its purest, most natural state  crystal clear, un-aged, 100% Blue Weber Agave."	"https://ridgewineandspirits.com/shop/product/lunazul-blanco-tequila/59671a1712f2fb071587e77e?option-id=ae20dacf1114ae1ed9edb21440348853663467246e28de37e80b2db9985b8e5d&utm_source=googleshopping&utm_medium=feed"	"new"	"46.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/686efa0e578b5627a4162f80/large.png?format=square"	"00096749908547"	"16185"	"499676"	"Lunazul"	"spirits > tequila"	"3.5 lbs"	"750ml"	"750ml"	"Lunazul"	"n"	""	"tequila"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=ae20dacf1114ae1ed9edb21440348853663467246e28de37e80b2db9985b8e5d"
"567037bd75627550502b0400"	"Sho Chiku Bai Junmai Sake Classic 750ml"	"Served chilled this Classic Junmai Sake offers a very fine texture with harmonious aromas and flavors of macadamia nuts, Chai spice (cardamom, nutmeg), vanilla, heavy cream, and freshly sliced bread. Served at room temperature, notes of mineral, creme fraiche, sourdough bread, custard, umami, and apples emerge."	"https://ridgewineandspirits.com/shop/product/sho-chiku-bai-junmai-sake-classic/567037bd75627550502b0400?option-id=1afa44911fe4bf6a16431927fd28ab1bfbd16a45f7fac454c48ee4c5336c6f34&utm_source=googleshopping&utm_medium=feed"	"new"	"10.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/6099318175a3de13734827a4/large.png?format=square"	"00086395095005"	"16816"	"499676"	"Sho Chiku Bai"	"spirits > sake"	"3.5 lbs"	"750ml"	"750ml"	"Sho Chiku Bai"	"n"	""	"sake"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=1afa44911fe4bf6a16431927fd28ab1bfbd16a45f7fac454c48ee4c5336c6f34"
"5df2ce339732ae4bf4900141"	"Malibu Caribbean Rum with Strawberry Flavored Liqueur 750ml"	"Bursting with sweet and smooth strawberry flavor, add a splash of soda for a refreshing taste of sunshine or blend Malibu Strawberry with ice for the ultimate Strawberry Frozen Daiquiri."	"https://ridgewineandspirits.com/shop/product/malibu-caribbean-rum-with-strawberry-flavored-liqueur/5df2ce339732ae4bf4900141?option-id=ac00500d2d3c155bd5b5b7a8e5744cda8289b46703dce10378f8a70ea49e5a34&utm_source=googleshopping&utm_medium=feed"	"new"	"17.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/64921f003099421914b2c445/large.png?format=square"	"00089540540108"	"12858"	"499676"	"Malibu"	"spirits > rum"	"3.5 lbs"	"750ml"	"750ml"	"Malibu"	"n"	""	"rum-imported"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=ac00500d2d3c155bd5b5b7a8e5744cda8289b46703dce10378f8a70ea49e5a34"
"5d7a99eb776fc30be9fbe48d"	"Flying Dog Truth Imperial IPA Cans 12oz"	"If this isnt the perfect IPA, its pretty damn close. Over the course of 3 years, The Truth was scientifically-engineered to be the holy grail for IPA lovers. Armed with a mountain of knowledge from our Single Hop Series, our brewers concocted a hop blend so aromatic, so complex, that youll almost forget youre drinking an 8.7% Imperial. Its big pine notes and stone fruit underpinnings pair best with soft cheeses, shellfish, and late night poker games where you lose your childrens college savings."	"https://ridgewineandspirits.com/shop/product/flying-dog-truth-imperial-ipa-cans/5d7a99eb776fc30be9fbe48d?option-id=d7b3c16ec483283c28f1456fafb58b4ebd38cd30aef7ae68abb80d03910d8785&utm_source=googleshopping&utm_medium=feed"	"new"	"15.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5d8526379959af1a090b0845/large.png?format=square"	"00786243571582"	"9185"	"499676"	"Flying Dog"	"beer > double ipa"	"3.5 lbs"	"2124ml"	"750ml"	"Flying Dog"	"n"	""	"beer"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=d7b3c16ec483283c28f1456fafb58b4ebd38cd30aef7ae68abb80d03910d8785"
"61b18522f614e965eb941eb4"	"1800 Ultimate Peach Margarita 1.75L"	""	"https://ridgewineandspirits.com/shop/product/1800-ultimate-peach-margarita/61b18522f614e965eb941eb4?option-id=ec0dd7438c5f0ae3fb5629cf982ee93b5dfbfd1843375ee0ef713fc4e9ce5159&utm_source=googleshopping&utm_medium=feed"	"new"	"25.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/6214260a3c5b992b265221a6/large.png?format=square"	"00818844023150"	"9154"	"499676"	"1800 Tequila"	"spirits > rtd"	"3.5 lbs"	"750ml"	"750ml"	"1800 Tequila"	"n"	""	"prep cocktails"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=ec0dd7438c5f0ae3fb5629cf982ee93b5dfbfd1843375ee0ef713fc4e9ce5159"
"56eb870569702d5654eb0600"	"Christian Brothers VS Brandy 750ml"	"Since 1882, The Christian Brothers Brandy has earned a reputation as one of the most popular American spirits. Today, we continue the tradition with a variety of smooth, full-bodied brandies to enjoy. The Christian Brothers Brandy is made from the finest grape varietals and incorporates the same time-honored copper pot still production method perfected over 75 years ago. This process, similar to that of fine Cognacs, creates a rich flavor and full body, enhanced by slow aging in hand-selected Bourbon barrels for a minimum of two years. During aging, the oak barrels imbue the Brandy with layers of well-balanced fruit flavors and a warm, lingering finish."	"https://ridgewineandspirits.com/shop/product/christian-brothers-vs-brandy/56eb870569702d5654eb0600?option-id=18c8df7312a1a9f177ee5568bb8e19bd1eea3c4ee38c2d573de0601c8519e606&utm_source=googleshopping&utm_medium=feed"	"new"	"12.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/686efc737fe5f24faef67b9a/large.png?format=square"	"00086036815597"	"1546"	"499676"	"Christian Brothers"	"spirits > brandy"	"3.5 lbs"	"750ml"	"750ml"	"Christian Brothers"	"n"	""	"brandy-american"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=18c8df7312a1a9f177ee5568bb8e19bd1eea3c4ee38c2d573de0601c8519e606"
"567030217562755050b10100"	"Black Box Red Blend Red Wine Box 3L"	"Black Box Red Blend Red Wine is a medium-bodied red wine that comes in a sleek, portable box. Produced using California grapes, this box wine has notes of dark fruit, dark berry and vanilla with a smooth finish. This rich red wine pairs delightfully with foods like ribs, beef teriyaki and steak fajitas. Black Box Red Blend is great for a variety of occasions, whether you're entertaining friends and family at an outdoor barbecue or when you are unwinding after a long day of work. Each 3 L box contains about 4 (750 mL) bottles of wine. The convenient box is shatterproof and resealable, making any outing easy. Plus, the wine stays fresh for up to 6 weeks after opening, giving you plenty of time to enjoy it. Black Box is the most awarded boxed wine. In addition to Red Blend, Black Box also offers Cabernet Sauvignon, Pinot Noir, Merlot, and other varieties."	"https://ridgewineandspirits.com/shop/product/black-box-red-blend-red-wine-box/567030217562755050b10100?option-id=7837a0160974de1d435688adf07f6b74160647394ab06219315d2fec9b4f887c&utm_source=googleshopping&utm_medium=feed"	"new"	"20.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/683f51c4dd14d7452e78a0db/large.png?format=square"	"00081434700193"	"14813"	"499676"	"Black Box"	"wine > red"	"3.5 lbs"	"300ml"	"750ml"	"Black Box"	"n"	""	"wine-domestic"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=7837a0160974de1d435688adf07f6b74160647394ab06219315d2fec9b4f887c"
"565960fb69702d7a74070000"	"Patron Silver Tequila 375ml"	"PATRON Silver Tequila is passionately handcrafted in Jalisco, Mexico using a few natural ingredients and offers the perfect balance of fresh agave flavor and undertones. Made from the finest 100% Weber Blue Agave and meticulously crafted in small batches, PATRON Silver Tequila is smooth and sweet, delivering an aroma of fruits and citrus, followed by a light peppery finish for a spirit that is as remarkable in quality as it is in taste. PATRON Silver is versatile, easy to be mixed, and enjoyed from the very first sip. When you want to show off your mixology skills, make PATRON Silver the ultimate spirit of choice to enjoy in an array of classic cocktails like a Margarita, Mojito, Cosmo, Martini or Tequila Sunrise. At 40% alcohol by volume, the clear color of this exceptional tequila is followed by its unique flavor that helps create a superior taste. PATRON tequila is passionately handcrafted by our familia of bold innovators who maintain a tireless dedication to achieve perfection in every drop. This unshakable confidence is embedded in the heart and soul of PATRON and leads to the 100% natural, simply perfect tequila that is PATRON Silver. Please Drink Responsibly."	"https://ridgewineandspirits.com/shop/product/patron-silver-tequila/565960fb69702d7a74070000?option-id=4dce71a5084a9901f5a1949076d516eb557170c9b291a9279af49979860365ce&utm_source=googleshopping&utm_medium=feed"	"new"	"26.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/6806295eb3d3d7311d0ab988/large.png?format=square"	"00721733000944"	"5769"	"499676"	"Patrón"	"spirits > tequila"	"3.5 lbs"	"375ml"	"750ml"	"Patrón"	"n"	""	"tequila"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=4dce71a5084a9901f5a1949076d516eb557170c9b291a9279af49979860365ce"
"56ca99bc7562752ed5c31200"	"Twisted Tea Half & Half Hard Iced Tea 12oz"	"Twisted Tea Half & Half is refreshingly smooth combination of hard iced tea and lemonade. Half real brewed iced tea, half lemonade, 100% Twisted! Non-carbonated, naturally sweetened, and 5% ABV  its your favorite classic combination with a twist! Keep it Twisted."	"https://ridgewineandspirits.com/shop/product/twisted-tea-half-half-hard-iced-tea/56ca99bc7562752ed5c31200?option-id=24d215ac3561027f25324aa353ec8b960e99789787d84ae4ababce2eac2754bf&utm_source=googleshopping&utm_medium=feed"	"new"	"11.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/639a0a8436c8bc293fc970d4/large.png?format=square"	"00087692751021"	"14316"	"499676"	"Twisted Tea"	"beer > tea"	"3.5 lbs"	"2124ml"	"750ml"	"Twisted Tea"	"n"	""	"beer"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=24d215ac3561027f25324aa353ec8b960e99789787d84ae4ababce2eac2754bf"
"5c9bac7b5e986a316cbfd3e3"	"On The Rocks Hornitos Margarita 375ml"	"One of the most recognizable and sought after cocktails in the world, The Margarita offers a perfect balance between tequila, tart lime flavors and triple sec. We set our margarita apart from the crowd with Hornitos Plata Tequila."	"https://ridgewineandspirits.com/shop/product/on-the-rocks-hornitos-margarita/5c9bac7b5e986a316cbfd3e3?option-id=407c9fe840b656d6d68c2fc8cd51b48f182bdb6e3fab14a0fd7f8e781b5ff2aa&utm_source=googleshopping&utm_medium=feed"	"new"	"12.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5cbe0041aad67d70312ef00a/large.png?format=square"	"00855880008116"	"13655"	"499676"	"On The Rocks"	"spirits > tequila"	"3.5 lbs"	"375ml"	"750ml"	"On The Rocks"	"n"	""	"cocktails"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=407c9fe840b656d6d68c2fc8cd51b48f182bdb6e3fab14a0fd7f8e781b5ff2aa"
"5775baf369702d6f647f5c01"	"Taylor Madeira 750ml"	"A full-bodied, medium sweet Madeira, with a classic smooth, nutty character. Uniquely zestful for cooking and as a savory after dinner drink. In 1880, Walter Stephen Taylor, a cooper's son, started a commercial grape juice company in New York's Finger Lakes region."	"https://ridgewineandspirits.com/shop/product/taylor-madeira/5775baf369702d6f647f5c01?option-id=0dcf016b87633a902ddb535165bc4b8039025cc3308acd632c20899e50ee16f4&utm_source=googleshopping&utm_medium=feed"	"new"	"8.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/5849838abfb241577efb086f/large.png?format=square"	"00088940001530"	"7456"	"499676"	"Taylor"	"wine > madeira"	"3.5 lbs"	"750ml"	"750ml"	"Taylor"	"n"	""	"wine-domestic"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=0dcf016b87633a902ddb535165bc4b8039025cc3308acd632c20899e50ee16f4"
"564bd7cc69702d5e6e320000"	"Faust Cabernet Sauvignon 750ml"	"The core of Faust comes from Coombsville Estate as well as from our vineyards in Rutherford and Oakville. This wine jumps out of the glass with aromas of fresh black cherry and plum. Layers of savory cherry compote, earth, cedar and graphite are rounded out by a long finish with hints of dark chocolate, balanced acidity and minerality."	"https://ridgewineandspirits.com/shop/product/faust-cabernet-sauvignon/564bd7cc69702d5e6e320000?option-id=20ecc4960f4f8bfadcf71505fae4cd86c8425643f6c62ef8eb7f386ece5ca978&utm_source=googleshopping&utm_medium=feed"	"new"	"57.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/65cff3478f48e42bf28c1dc2/large.png?format=square"	"00859369001254"	"14404"	"499676"	"Faust Cabernet"	"wine > red"	"3.5 lbs"	"750ml"	"750ml"	"Faust Cabernet"	"n"	"Cabernet Sauvignon"	"wine"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=20ecc4960f4f8bfadcf71505fae4cd86c8425643f6c62ef8eb7f386ece5ca978"
"567035fc7562755050890300"	"Apothic White Wine Blend 750ml"	"Apothic White is a refreshing wave of bright flavors that instantly awakens your palate. This well-balanced blend of Chardonnay, Riesling, and Pinot Grigio bursts with vibrant notes of peach and apricot, gently framed by a delicate floral aroma. Perfectly chilled, this semi-sweet wine is an ideal companion for those warm afternoons and lively evenings, offering a crisp finish that invites you to take in the moment. Whether you're enjoying spicy barbeque, indulging in jalapeno poppers, or diving into a rich curry, Apothic White adds a refreshing touch that elevates every bite."	"https://ridgewineandspirits.com/shop/product/apothic-white-wine-blend/567035fc7562755050890300?option-id=b089c6159b77302e4d20a2ee1ffa2d7e4d38a9e2cfe3e9c0299effd07c83b1bc&utm_source=googleshopping&utm_medium=feed"	"new"	"13.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/683f0f15e1c34c2c6b39e8d0/large.png?format=square"	"00085000019733"	"9590"	"499676"	"Apothic"	"wine > white"	"3.5 lbs"	"750ml"	"750ml"	"Apothic"	"n"	""	"wine-domestic"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=b089c6159b77302e4d20a2ee1ffa2d7e4d38a9e2cfe3e9c0299effd07c83b1bc"
"5ab6d1a6baa71303a3054eb7"	"Cayman Jack Margarita 12oz"	"Cayman Jack Margarita is a refreshing, pre-made margarita that delivers a unique, sophisticated and hand-crafted experience. Made with 100% blue agave nectar, natural lime juice, and real cane sugar, Cayman Jack makes it easy to discover something unexpectedly great."	"https://ridgewineandspirits.com/shop/product/cayman-jack-margarita/5ab6d1a6baa71303a3054eb7?option-id=25266e79157286a6e6ca14583819e58b50ba6e79279d5ec661eef3374a49d349&utm_source=googleshopping&utm_medium=feed"	"new"	"22.99 USD"	""	"in_stock"	"https://cityhive-prod-cdn.cityhive.net/products/666c93a3b53cc06fee186ce6/large.png?format=square"	"00815829011119"	"17864"	"499676"	"Cayman Jack"	"beer > flavored malt beverage"	"3.5 lbs"	"4248ml"	"750ml"	"Cayman Jack"	"n"	""	"cocktails"	""	""	""	"https://ridgewineandspirits.com/cart?product-option-id=25266e79157286a6e6ca14583819e58b50ba6e79279d5ec661eef3374a49d349"
