id,title,description,link,condition,price,sale_price,availability,image_link,gtin,mpn,google_product_category,brand,product_type,shipping_weight,unit_pricing_measure,unit_pricing_base_measure,manufacturer,online_only,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,checkout_link_template
65d7afa6a143bf18b8e6e48d,Sierra Nevada Hazy Variety Pack 12oz,"Feel like getting Tropical or keeping things Dank? Every grab's a good time with the new Hazy IPA Pack. Your friends can sip the mainstays, Hazy Little Thing and Juicy Little Thing, or jump on the return of Tropical Little Thing and Dank Little Thing, now exclusively available in the pack. Explore the lineup.",https://capitalbeerwine.com/shop/product/sierra-nevada-hazy-variety-pack/65d7afa6a143bf18b8e6e48d?option-id=d679e27dfaaf2b4c5869f906138464d1910bfb2849050085a15077f59e16f442&utm_source=googleshopping&utm_medium=feed,new,26.24 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/676331c020908772a9c58d10/large.png?format=square,00083783675627,1621,499676,Sierra Nevada,beer > ipa,3.5 lbs,354ml,750ml,Sierra Nevada,n,,domestic craft beer,,,,https://capitalbeerwine.com/cart?product-option-id=d679e27dfaaf2b4c5869f906138464d1910bfb2849050085a15077f59e16f442
56eb9e8069702d5654051f00,DaVinci Chianti Riserva Italian Red Wine 750ml,"DaVinci Chianti Riserva has a deep purple color and opens with aromas of ripe plum, cherry and red fruit with hints of vanilla and cinnamon. On the palate, this medium-bodied wine is wellbalanced, offering layered flavors of black cherry, toast, espresso and anise alongside soft tannins that linger on a mineral-inflected finish. Our Chianti Riserva is an elegant companion to meals, pairing especially well with pasta and meat dishes. From Italy, Chianti DOCG.",https://capitalbeerwine.com/shop/product/davinci-chianti-riserva-italian-red-wine/56eb9e8069702d5654051f00?option-id=ab741167c3f21f2ef4e97d3ea8ec18f873f1c1c4b82e942fa708c0a92f715b54&utm_source=googleshopping&utm_medium=feed,new,22.04 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/6840255d0dbb932daaf02f7c/large.png?format=square,00085000012307,2328,499676,Da Vinci,wine > red,3.5 lbs,750ml,750ml,Da Vinci,n,,red,,,,https://capitalbeerwine.com/cart?product-option-id=ab741167c3f21f2ef4e97d3ea8ec18f873f1c1c4b82e942fa708c0a92f715b54
56eba37b69702d5654e32400,Mumm Napa Brut Prestige 750ml,,"Delicate in style yet plush, with pretty cherry, lemon verbena and yeast roll flavors that linger on the supple, refreshing finish. Drink now. ", 90ws,https://capitalbeerwine.com/shop/product/mumm-napa-brut-prestige/56eba37b69702d5654e32400?option-id=dcaed11f19b4c78c289631164b40dfa18a66e6742db9c5487c6be72fbb5195df&utm_source=googleshopping&utm_medium=feed,new,31.49 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/65ce48d492d0df2bc750c77c/large.png?format=square,00852832000150,1311,499676,Mumm Napa,wine > sparkling,3.5 lbs,750ml,750ml,Mumm Napa,n,N/A,champagne and sparkling,,
6165c17a7a50cf4bed3973a3,Black Flag Sun Run Hazy IPA Cans 12oz,"Citra and Mosaic hops combine to give you a shockingly easy drinking, tropical, crusher of a hazy! This beer features a light malt build to compliment the tropical hops with small bitter finish.",https://capitalbeerwine.com/shop/product/black-flag-sun-run-hazy-ipa-cans/6165c17a7a50cf4bed3973a3?option-id=61931def2e45d10210bb5470f8c00c241035a0bca956ca045e70c12d7d50e6a3&utm_source=googleshopping&utm_medium=feed,new,15.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/6515257ec6f9483a875dde90/large.png?format=square,00860006973964,172,499676,Black Flag,beer > hazy ipa,3.5 lbs,354ml,750ml,Black Flag,n,,domestic craft beer,,,,https://capitalbeerwine.com/cart?product-option-id=61931def2e45d10210bb5470f8c00c241035a0bca956ca045e70c12d7d50e6a3
59652aaf355d0935c14d65a8,Hofbrau Dunkel Bottles 11.2oz,"Dark beer existed in Bavaria long before light beer. This was the first type of beer to be brewed at Hofbrauhaus when it was founded. Today, when beer-lovers all over the world talk about dark beer, they usually mean a Munich style beer. Today, Hofbrau Dunkel - the archetypal Bavarian beer - is still as popular as ever. With its alcoholic content of around 5.5% volume and its spicy taste, its a refreshing beer that suits all kinds of occasions. A beer in the traditional Munich style!",https://capitalbeerwine.com/shop/product/hofbrau-dunkel-bottles/59652aaf355d0935c14d65a8?option-id=7038b3345b7a0b7ab07f2350afdba0c94f86a432d52a870bb3e92662942d65b1&utm_source=googleshopping&utm_medium=feed,new,17.84 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5ddc437d1b79fd24ed498502/large.png?format=square,04005686003228,905,499676,Hofbrau Dunkel,beer > lager,3.5 lbs,750ml,750ml,Hofbrau Dunkel,n,,german beer,,,,https://capitalbeerwine.com/cart?product-option-id=7038b3345b7a0b7ab07f2350afdba0c94f86a432d52a870bb3e92662942d65b1
57aa2ab669702d628df7ca00,Duvel Golden Ale 11.2oz,"Duvel is a natural beer with a subtle bitterness, a refined flavour and a distinctive hop character. The refermentation in the bottle and a long maturation, guarantees a pure character, delicate effervescence and a pleasant sweet taste of alcohol.",https://capitalbeerwine.com/shop/product/duvel-golden-ale/57aa2ab669702d628df7ca00?option-id=dacbac0162ddeecd034e4146db62a9df03ca8a7bb032dd201489eb8b801cb03e&utm_source=googleshopping&utm_medium=feed,new,7.34 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5dd0bf65dbbb6b1eb3b20613/large.png?format=square,00859996000330,659,499676,Duvel Golden,beer > imported beer,3.5 lbs,750ml,750ml,Duvel Golden,n,,belgian,,,,https://capitalbeerwine.com/cart?product-option-id=dacbac0162ddeecd034e4146db62a9df03ca8a7bb032dd201489eb8b801cb03e
56ebb54069702d5654f93a00,Conundrum Red 750ml,"Conundrum Red features dark red varietals including Petite Sirah, Zinfandel and Cabernet Sauvignon. It is serious yet lighthearted, complex and approachable. With lavish flavors of baking chocolate, this wine has smooth tannins that provide a distinctive, soft character.",https://capitalbeerwine.com/shop/product/conundrum-red/56ebb54069702d5654f93a00?option-id=59279264f7a2b7896497e2d82b546e816468f0c8a3da31e7162a610fa75cd2ef&utm_source=googleshopping&utm_medium=feed,new,24.14 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5f52b943a12ca9264a322747/large.png?format=square,00017224760122,2290,499676,Conundrum Red,wine > red,3.5 lbs,750ml,750ml,Conundrum Red,n,Red Blend,red,,,,https://capitalbeerwine.com/cart?product-option-id=59279264f7a2b7896497e2d82b546e816468f0c8a3da31e7162a610fa75cd2ef
58a747c101ff95307e9d602f,Cigar City Jai Alai IPA 12oz,"Cigar City Jai Alai has vanilla, coconut, tangerine and a hint of dill all vie for attention on the nose of this unique oak-aged IPA. Jai Alais familiar caramel malt character and clementine-like hop flavors are both complemented by drying, oaky tannins and a pronounced vanillin quality with each sip.",https://capitalbeerwine.com/shop/product/cigar-city-jai-alai-ipa/58a747c101ff95307e9d602f?option-id=e144604788bc5911b7b40512d802730b9b55e4daa09d29eac029fcc7fc03491f&utm_source=googleshopping&utm_medium=feed,new,17.84 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/666ca5deb53cc025ae5fea2e/large.png?format=square,00897853002936,449,499676,Cigar City,beer > ipa,3.5 lbs,354ml,750ml,Cigar City,n,,domestic craft beer,,,,https://capitalbeerwine.com/cart?product-option-id=e144604788bc5911b7b40512d802730b9b55e4daa09d29eac029fcc7fc03491f
59c7fc480b2f3c53d93f4c45,Corona Extra Mexican Lager Beer 12oz,"Corona Extra Mexican Lager Beer is an even-keeled imported beer with aromas of fruity-honey and a touch of malt. Brewed in Mexico since 1925, this canned beer's flavor is refreshing, crisp, and well-balanced between hops and malt. Made from the finest-quality blend of filtered water, malted barley, hops, corn, and yeast, Corona Extra Beer has a refreshing, smooth taste that offers the perfect balance between heavier European import beer and lighter domestic beer. Sold in conveniently portable slim cans, this Corona beer 24 pack is an ideal cooler beer. This Mexican lager style beer is a great summer beer; enjoy it with friends at your next barbecue, beach day, tailgate, or evening get-together, keeping it cold in your favorite slim beer can koozie. A smooth-drinking beer, Corona Extra cerveza contains 148 calories* and 4.6% alcohol by volume. *Per 12 fl. oz. serving of average analysis: Calories 148, Carbs 13.9 grams, Protein 1.2 grams, Fat 0 grams. Relax responsibly. Corona Extra Beer. Imported by Crown Imports, Chicago, IL",https://capitalbeerwine.com/shop/product/corona-extra-mexican-lager-beer/59c7fc480b2f3c53d93f4c45?option-id=df38dac0e3939e99f00dfe6a6c4f0c3de1f9aec7be363611d5ee67cabaaea7b8&utm_source=googleshopping&utm_medium=feed,new,36.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/610cca7c4684b171eb6e2c35/large.png?format=square,00033544950159,487,499676,Corona,beer > lager,3.5 lbs,354ml,750ml,Corona,n,,mexico,,,,https://capitalbeerwine.com/cart?product-option-id=df38dac0e3939e99f00dfe6a6c4f0c3de1f9aec7be363611d5ee67cabaaea7b8
59482100c90f94675ab7bb87,Manor Hill IPA Cans 12oz,"This aroma forward IPA showcases the versatile Mosaic hop. Tropical fruit, berry and citrus aromas completely dominate the nose. Simcoe and Mandarina Bavaria hops combine to round out the hop bill and display a firm hoppy backbone that is accompanied by Vienna, Flaked Oats and Pale malts for balance. A heavy dose of Mosaic in the dry hopping provides you with a juicy hop punch that finishes slightly dry.",https://capitalbeerwine.com/shop/product/manor-hill-ipa-cans/59482100c90f94675ab7bb87?option-id=6c674ccfe6434a56d444e119490038b49c5024565033068a47b484ff38f3090b&utm_source=googleshopping&utm_medium=feed,new,14.69 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5ebf83a8978cf14cc2edd8a6/large.png?format=square,00855814006003,1181,499676,Manor Hill,beer > ipa,3.5 lbs,354ml,750ml,Manor Hill,n,,domestic craft beer,,,,https://capitalbeerwine.com/cart?product-option-id=6c674ccfe6434a56d444e119490038b49c5024565033068a47b484ff38f3090b
58afc86401ff95231179195e,White Claw Variety #1 12oz,White Claw Variety Pack #1 includes a mix of refreshing hard seltzer flavors in convenient 12-ounce cans. It's perfect for gatherings or just trying out different flavors at home.,https://capitalbeerwine.com/shop/product/white-claw-variety-1/58afc86401ff95231179195e?option-id=bd2a7b181cb37343574ae6b55079bad4f684e1206a78344617c7bb98fc301d23&utm_source=googleshopping&utm_medium=feed,new,23.09 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5e7f9c95c58bfa24cc1446f7/large.png?format=square,00635985548904,1975,499676,White Claw,beer > seltzer,3.5 lbs,354ml,750ml,White Claw,n,,seltzer,,,,https://capitalbeerwine.com/cart?product-option-id=bd2a7b181cb37343574ae6b55079bad4f684e1206a78344617c7bb98fc301d23
62f32008da0c626112a82062,Happy Dad Fruit Punch Hard Seltzer 12oz,"We know there are thousands of other hard seltzer brands out there, but here's why Happy Dad is the GOAT of all hard seltzers. It's better tasting, has the perfect amount of carbonation, and it has electrolytes.",https://capitalbeerwine.com/shop/product/happy-dad-fruit-punch-hard-seltzer/62f32008da0c626112a82062?option-id=32ad46c17d423eb78738ff014fe33ef54fbb2efce86cb4ad1b086fa06931b590&utm_source=googleshopping&utm_medium=feed,new,26.24 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/66720df02b2ce0180d9e5709/large.png?format=square,00084173940042,863,499676,Happy Dad,beer > seltzer,3.5 lbs,354ml,750ml,Happy Dad,n,,rotating,,,,https://capitalbeerwine.com/cart?product-option-id=32ad46c17d423eb78738ff014fe33ef54fbb2efce86cb4ad1b086fa06931b590
64543b186ab5d66d1b21d8cd,Paso Doro Cabernet Sauvignon Paso Robles 750ml,"Paso D'Oro Cabernet Sauvignon Paso Robles is a robust, flavorful red wine with aromas of blackberry, plum, and vanilla. It has rich flavors of dark fruits, cocoa, and spice, with firm tannins and a long, satisfying finish. It has aromas of ripe black currants, hibiscus, and subtle notes of vanilla, cinnamon, and clove. On the palate, it has full-bodied, bright, juicy red fruit flavors, elegantly balanced with vanilla, coffee, and baking spices. Paso Robles wines are known for their high quality. The climate and soil are perfect for growing a wide range of grape varieties. Paso Robles wines are typically enjoyed in their youth, although the best ones do stand the test of time.",https://capitalbeerwine.com/shop/product/paso-doro-cabernet-sauvignon-paso-robles/64543b186ab5d66d1b21d8cd?option-id=ab7948b96b88ea244865c0e6177b24fe4de5969044d74b484f80dc58105dbea9&utm_source=googleshopping&utm_medium=feed,new,35.69 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/654921c18810ff2ba22ba87c/large.png?format=square,00086891090368,1405,499676,Paso Doro,wine > red,3.5 lbs,750ml,750ml,Paso Doro,n,Cabernet Sauvignon,red,,,,https://capitalbeerwine.com/cart?product-option-id=ab7948b96b88ea244865c0e6177b24fe4de5969044d74b484f80dc58105dbea9
62a90f5d50594509d1b518ee,Han Jan Lychee Soju 375ml,"Han Jan Lychee is an apple fortified wine with natural Lychee flavors, alcohol volume 12% with a gentle lychee scent and tender taste, no ethyl alcohol used, only apple wine!",https://capitalbeerwine.com/shop/product/han-jan-lychee-soju/62a90f5d50594509d1b518ee?option-id=1d4961198cc203263a6eeb7ae1678ca11a95e751f550240919f5d37031202421&utm_source=googleshopping&utm_medium=feed,new,9.44 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/654a5409cd205e2c6019a6a3/large.png?format=square,08809640030574,857,499676,Han Jan,spirits > soju,3.5 lbs,375ml,750ml,Han Jan,n,,soju,,,,https://capitalbeerwine.com/cart?product-option-id=1d4961198cc203263a6eeb7ae1678ca11a95e751f550240919f5d37031202421
56c3371169702d27ed4e0200,Taylor Fladgate 10yr Tawny Port 750ml,"A refined and subtle Port. Outstanding. Lovely aromas of flan, caramel and egg custard with a hint of toffee. Medium-bodied, with a light sweetness and a refined, clean finish. Tastes older than 10 years.",https://capitalbeerwine.com/shop/product/taylor-fladgate-10yr-tawny-port/56c3371169702d27ed4e0200?option-id=dbd301e79c41f58c73249dab8a731ad2b3a9f4a573db24993806c0fee1fbc7a3&utm_source=googleshopping&utm_medium=feed,new,48.29 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/6668aad1af8e38566bbd1e0c/large.png?format=square,00084692300945,1743,499676,Taylor Fladgate,wine > port,3.5 lbs,750ml,750ml,Taylor Fladgate,n,,port/sherry/madeira,,,,https://capitalbeerwine.com/cart?product-option-id=dbd301e79c41f58c73249dab8a731ad2b3a9f4a573db24993806c0fee1fbc7a3
5ad7782a33e88931eb772819,Rough Day Thracian Chardony Unoak White Wine 750ml,,https://capitalbeerwine.com/shop/product/rough-day-thracian-chardony-unoak-white-wine/5ad7782a33e88931eb772819?option-id=5b735dc353736d128652deda3c6bb69dbfe73c8a33f53de98bf1c0d8c8ce8c15&utm_source=googleshopping&utm_medium=feed,new,17.84 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5ae899a28e1161631921d315/large.png?format=square,00853928004236,2307,499676,Rough Day,wine > white,3.5 lbs,750ml,750ml,Rough Day,n,Chardonnay,white wine,,,,https://capitalbeerwine.com/cart?product-option-id=5b735dc353736d128652deda3c6bb69dbfe73c8a33f53de98bf1c0d8c8ce8c15
58a7448101ff95307e9d5abd,Victory Sour Monkey Sour Tripel 12oz,"Born from the same imported malts, Belgian yeast, and a mix of magical spices, this monkey decided to take a walk on the tangy side. With a swirling citrusy, lemon bit and a delectable essence, you better pucker up and respect this monkey. Fruity notes from imported Belgian yeast swirl through a precise souring. Pucker up to a bite of citrus laden tang ending with a delectable experience.",https://capitalbeerwine.com/shop/product/victory-sour-monkey-sour-tripel/58a7448101ff95307e9d5abd?option-id=2d3e798766e8fcaf830c8a13a7ae6e094b3e40fa3f94321f1203e330f492a5a9&utm_source=googleshopping&utm_medium=feed,new,15.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/62c700927978b325a4a0fca3/large.png?format=square,00630279776063,1908,499676,Victory Sour,beer > sour,3.5 lbs,354ml,750ml,Victory Sour,n,,domestic craft beer,,,,https://capitalbeerwine.com/cart?product-option-id=2d3e798766e8fcaf830c8a13a7ae6e094b3e40fa3f94321f1203e330f492a5a9
5d1556c110c24f260725f0c6,Long Drink Traditional Seltzer RTD Cocktail Cans 12oz,"Citrus soda with a premium liquor kick, 5.5% ABV. AWARD WINNING TASTE GOLD WINNER in American Distilling Institute 2019 GOLD WINNER in New York International Spirits Competition 2019 Long Drinks were invented for the Helsinki Summer Games in 1952, and finally after 65 years this legendary category has arrived to the USA. Gluten free Made with real distilled spirit All natural",https://capitalbeerwine.com/shop/product/long-drink-traditional-seltzer-rtd-cocktail-cans/5d1556c110c24f260725f0c6?option-id=3b7ec9e20f12ff44048616089e39293d7e1f89044fcc3661d9c544924e620ebf&utm_source=googleshopping&utm_medium=feed,new,20.99 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/6164bcd11b55de37d3bd5449/large.png?format=square,00860272001446,1125,499676,Long Drink,spirits > rtd,3.5 lbs,354ml,750ml,Long Drink,n,,domestic craft beer,,,,https://capitalbeerwine.com/cart?product-option-id=3b7ec9e20f12ff44048616089e39293d7e1f89044fcc3661d9c544924e620ebf
66fe2815c70c1c797fdcdb3b,Beach Juice Pineapple Passionfruit Punch 500ml,"A sweet tropical treat that will leave you (and that random dude who stole one out of the cooler) feeling happy and refreshed. The convenient box is shatterproof and resealable, making any outing easy.",https://capitalbeerwine.com/shop/product/beach-juice-pineapple-passionfruit-punch/66fe2815c70c1c797fdcdb3b?option-id=ed53e5f851793221a8675b8555cfc85c19abf65f92e675e8ed5e1703d4d0e03a&utm_source=googleshopping&utm_medium=feed,new,5.24 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/68401ea6a0d09d70a9331a93/large.png?format=square,00085000039601,2287,499676,Beach Juice,spirits > rtd,3.5 lbs,500ml,750ml,Beach Juice,n,,cocktails,,,,https://capitalbeerwine.com/cart?product-option-id=ed53e5f851793221a8675b8555cfc85c19abf65f92e675e8ed5e1703d4d0e03a
6400deadee259540d9599286,Dogfish Head Vodka Crush Variety 12oz,"2 TEQUILA MARGARITA, 2 VODKA CRUSH, 2 RUM PUNCH, 2 RUM MAI TAI",https://capitalbeerwine.com/shop/product/dogfish-head-vodka-crush-variety/6400deadee259540d9599286?option-id=14595c09ff0ca8f94741319a51c9ec5e1cdf815277ef1280117018e155ef2c03&utm_source=googleshopping&utm_medium=feed,new,24.14 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/654046a02cf9b92ccf2eb5c9/large.png?format=square,00638489005775,2243,499676,Dogfish Head,spirits > vodka,3.5 lbs,354ml,750ml,Dogfish Head,n,,seltzer,,,,https://capitalbeerwine.com/cart?product-option-id=14595c09ff0ca8f94741319a51c9ec5e1cdf815277ef1280117018e155ef2c03
5cbf611408c8fc23c136d2a9,Hanjan Peach Soju 375ml,"Korean peach fortified wine with natural peach flavor, alcohol volume 14% with peach scent and tender taste, no ethyl alcohol used, only peach wine! The peaches of Korea are grown under the natural climate conditions, which adds to the vivid color. This sweet summertime peach flavor is perfect to finish any special celebration or gatherings with friends and family.",https://capitalbeerwine.com/shop/product/hanjan-peach-soju/5cbf611408c8fc23c136d2a9?option-id=5dca88ebdd147649a5769ca75a53a144c470c3770b7855cf56ecf741aa2a771e&utm_source=googleshopping&utm_medium=feed,new,9.44 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5f56bae36c36586ba6c48be0/large.png?format=square,08809018211536,859,499676,Han Jan,wine > sake,3.5 lbs,375ml,750ml,Han Jan,n,Sparkling,soju,,,,https://capitalbeerwine.com/cart?product-option-id=5dca88ebdd147649a5769ca75a53a144c470c3770b7855cf56ecf741aa2a771e
58653b6ebfb2414f6151cdb9,Copla Red Sangria Organic 750ml,"Savor the sophisticated notes of La Copla Sangria, a distinguished wine made from the best grapes of Spain. This wine has rich fruit flavors with balanced acidity and a touch of oak, making it perfect for fun gatherings or relaxing evenings. Whether you're hosting a festive dinner or enjoying a quiet night at home, La Copla Sangria will enhance the experience with its inviting taste and character. Enjoy a bit of Spain in every sip.",https://capitalbeerwine.com/shop/product/copla-red-sangria-organic/58653b6ebfb2414f6151cdb9?option-id=4216ec9cd3c4698131a1844f17f6104dc99fb720ea95795d30be7857061601de&utm_source=googleshopping&utm_medium=feed,new,12.59 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/587d4763bfb2416e4bf3f391/large.png?format=square,08437014636369,477,499676,Copla Red,wine > red,3.5 lbs,750ml,750ml,Copla Red,n,,white,,,,https://capitalbeerwine.com/cart?product-option-id=4216ec9cd3c4698131a1844f17f6104dc99fb720ea95795d30be7857061601de
56c3376c69702d27ed690800,Lanson Black Label Brut 750ml,"To the eye: Black Labels brilliant, clear color characterizes the straw tones of the Pinot Noir, with glints of amber. It is lively in the flute, with a fine stream of persistent bubbles. On the nose: Green apple, citrus, combined with hints of honey from multiple flowers On the palate: A bouquet of ripe fruits and citrus create a sensation of plentitude and lightness. A universally appreciated non-vintage brut, Black Label embodies the refined characteristics of Lansons classic and unique style, offering a well-balanced and uplifting combination of power and elegance. Beautifully refreshing, it is the perfect aperitif or meal accompaniment, while lively enough to be enjoyed by itself.",https://capitalbeerwine.com/shop/product/lanson-black-label-brut/56c3376c69702d27ed690800?option-id=a5cba9903f518a855304f17b3903c6669355fe686e98c25ab3e3ee6741a5a622&utm_source=googleshopping&utm_medium=feed,new,60.89 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/66608e572762115161ca7852/large.png?format=square,00692743002863,1062,499676,Lanson,wine > sparkling,3.5 lbs,750ml,750ml,Lanson,n,"Chardonnay, Sparkling",champagne and sparkling,,,,https://capitalbeerwine.com/cart?product-option-id=a5cba9903f518a855304f17b3903c6669355fe686e98c25ab3e3ee6741a5a622
567033537562755050a90200,Guinness Draught 14.9oz,"This is the stout that made Guinness famous. Sought after by beer aficionados for its mix of hop bitterness, dark malty flavor, crisp roasty notes and bittersweet finish, Extra Stout is perhaps the definitive version of an Irish dry stout. Guinness Extra Stout is carbonated (as opposed to nitrogenated), giving it more hop bite and a crisper mouthfeel. It pours a dark ruby color with a robust, foamy tan head. A generous percentage of roasted barley in the brew gives this beer its signature clean, dry finish.",https://capitalbeerwine.com/shop/product/guinness-draught/567033537562755050a90200?option-id=a5e9c0e2a02187e1fd5bd7670e27b908fc80ed15afb4594f56a52e2931701d23&utm_source=googleshopping&utm_medium=feed,new,11.54 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/6671ef7c2b2ce049d2ec79bd/large.png?format=square,00083820123609,836,499676,Guinness,beer > stout,3.5 lbs,750ml,750ml,Guinness,n,,european big brewer,,,,https://capitalbeerwine.com/cart?product-option-id=a5e9c0e2a02187e1fd5bd7670e27b908fc80ed15afb4594f56a52e2931701d23
5c41eafbcea37f664a644e62,CVNE Cune Rioja Reserva 750ml,"Forest floor and smoky notes lend a woodsy character to this red. Juicy acidity accents a core of cherry and red plum flavors, supported by fine tannins. Polished and graceful, with an appealing earthiness. Drink now through 2025.",https://capitalbeerwine.com/shop/product/cvne-cune-rioja-reserva/5c41eafbcea37f664a644e62?option-id=88d0dff4bd0952d85d05bdc61a18c6bca52e6a86d80b442b1317792c8c3e6a6a&utm_source=googleshopping&utm_medium=feed,new,29.39 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5fb6d8149b5bf6242c721430/large.png?format=square,00051497032623,509,499676,Cvne,wine > red,3.5 lbs,750ml,750ml,Cvne,n,Tempranillo,red,,,,https://capitalbeerwine.com/cart?product-option-id=88d0dff4bd0952d85d05bdc61a18c6bca52e6a86d80b442b1317792c8c3e6a6a
663ba16abad6fa1749219225,High Noon Vodka Iced Tea Peach 355ml,"Live like the sun's out with High Noon Non-Carbonated Vodka Iced Tea. Made with real vodka & real iced tea. High Noon Peach Vodka Iced Tea features sweet and juicy peach with a layer of black tea, light sweetness, and is non- carbonated. With 90 calories, this vodka iced tea is gluten free with no added sugar. Just toss these cans in the cooler or the fridge for convenient drinks during your next sunny adventure. High Noon Vodka Iced Tea is perfect when sipped ice cold. Each can has 4.5% alcohol by volume.",https://capitalbeerwine.com/shop/product/high-noon-vodka-iced-tea-peach/663ba16abad6fa1749219225?option-id=83c9a18b9c282f68815486c45c802a5a508aa40905b93f0ee7d6091e5a659555&utm_source=googleshopping&utm_medium=feed,new,15.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/68402290d14c334393cd80e5/large.png?format=square,00085000438930,2215,499676,High Noon,spirits > vodka,3.5 lbs,355ml,750ml,High Noon,n,,discontinued,,,,https://capitalbeerwine.com/cart?product-option-id=83c9a18b9c282f68815486c45c802a5a508aa40905b93f0ee7d6091e5a659555
56702e1d7562755050040100,Banfi Chianti Classico Riserva 750ml,"Celebrating the best Tuscan tradition Banfi offers a family of Chianti wines varied and complementary, unique in its style. Chianti Riserva is produced from selected grapes grown in the ",Classico," region of Chianti between Siena and Firenze. It is elegant, well-balanced, full-bodied with a very long aging potential.",https://capitalbeerwine.com/shop/product/banfi-chianti-classico-riserva/56702e1d7562755050040100?option-id=c6cc91c09784cf164378da3975f76ebbbf28e1776c75c32af59ef7312358e6c9&utm_source=googleshopping&utm_medium=feed,new,25.19 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5eb40ba99e57826ab7f7a477/large.png?format=square,00080516160849,131,499676,Banfi,wine > red,3.5 lbs,750ml,750ml,Banfi,n,"Sangiovese, Canaiolo Nero",red,,
573a329769702d1966795100,Freemark Abbey Bosche Cabernet 750ml,,"Very deep garnet-purple colored, the 2014 Cabernet Sauvignon Bosche Vineyard, composed of 94.1% Cabernet Sauvignon and 5.9% Merlot, has an expressive, savory nose of black olives, roasted nuts and sandalwood with a core of cassis, blackberry pie and unsmoked cigars. Medium to full-bodied and laden with black fruits, earth and baking spice notions, it has a firm structure of grainy tannins and lovely freshness, finishing long. Forget it for 2-4 years and drink it over the next 25+. ", 96+rp,https://capitalbeerwine.com/shop/product/freemark-abbey-bosche-cabernet/573a329769702d1966795100?option-id=490a5b10d5adac89fd556b66a201475cc1e7a408b98abedba0e1c1f246cbaf17&utm_source=googleshopping&utm_medium=feed,new,209.99 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/5f529a0d09fcec7d433d6440/large.png?format=square,00015917026944,771,499676,Freemark Abbey Winery,wine > red,3.5 lbs,750ml,750ml,Freemark Abbey Winery,n,Cabernet Sauvignon,red,,
5cc9ecccb7cf4701f73e161c,High Noon Black Cherry Vodka Hard Seltzer 355ml,"Live like the sun's out with High Noon Black Cherry Vodka Seltzer. Made with real vodka & real juice, sparkling water and natural flavors, this black cherry hard seltzer offers tasting notes of black cherry with hints of red cherry juice flavors in a crisp, lively sparkling drink. With 100 calories, this hard seltzer is gluten free with no added sugar. Just toss these cans in the cooler or the fridge for convenient drinks during your next sunny adventure.",https://capitalbeerwine.com/shop/product/high-noon-black-cherry-vodka-hard-seltzer/5cc9ecccb7cf4701f73e161c?option-id=74e2a3fbce6e6f80d9785c29e1e7167036d6859a17c3cfc0989b2373739cf15b&utm_source=googleshopping&utm_medium=feed,new,15.74 USD,,in_stock,https://cityhive-prod-cdn.cityhive.net/products/6840264da0d09d0f1de9747c/large.png?format=square,00085000429273,890,499676,High Noon,spirits > vodka,3.5 lbs,355ml,750ml,High Noon,n,,seltzer,,,,https://capitalbeerwine.com/cart?product-option-id=74e2a3fbce6e6f80d9785c29e1e7167036d6859a17c3cfc0989b2373739cf15b
